Type,"Buy Amount","Buy Cur.","Sell Amount","Sell Cur.","Fee Amount (optional)","Fee Cur. (optional)","Exchange (optional)","Trade Group (optional)","Comment (optional)",Date,Tx-ID
"Income (non taxable)",0.00111591,ETH-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-14T23:50:38,1ETH-DFI20211214235038
"Other Expense",,,0.00003690000000,ETH,,,"DeFiChain Light Wallet",,"Add liquidity ETH-DFI",2021-12-14T23:50:38,1ETH-DFI20211214235038
"Other Expense",,,0.03379097000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity ETH-DFI",2021-12-14T23:50:38,1ETH-DFI20211214235038
"Reward / Bonus",0.00000070000000,BTC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-14T00:01:00,BTC20211214000100_Commission
"Reward / Bonus",0.00000290000000,ETH,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-14T00:01:00,ETH20211214000100_Commission
"Reward / Bonus",2.80511045000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-14T00:01:00,DFI20211214000100_Rewards
"Reward / Bonus",0.20697438000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-14T00:01:00,DFI20211214000100_Commission
"Reward / Bonus",0.63280470000000,USDC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-14T00:01:00,USDC20211214000100_Commission
"Income (non taxable)",3.52689103,BTC-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-13T21:13:07,1BTC-DFI20211213211307
"Other Expense",,,0.03145000000000,BTC,,,"DeFiChain Light Wallet",,"Add liquidity BTC-DFI",2021-12-13T21:13:07,1BTC-DFI20211213211307
"Other Expense",,,395.66010777999998,DFI,,,"DeFiChain Light Wallet",,"Add liquidity BTC-DFI",2021-12-13T21:13:07,1BTC-DFI20211213211307
"Reward / Bonus",0.00000357000000,BTC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-13T00:01:00,BTC20211213000100_Commission
"Reward / Bonus",0.00001439000000,ETH,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-13T00:01:00,ETH20211213000100_Commission
"Reward / Bonus",2.79450992000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-13T00:01:00,DFI20211213000100_Rewards
"Reward / Bonus",0.25151093000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-13T00:01:00,DFI20211213000100_Commission
"Reward / Bonus",1.00014067000000,USDC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-13T00:01:00,USDC20211213000100_Commission
"Reward / Bonus",0.00000035000000,BTC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-12T00:01:00,BTC20211212000100_Commission
"Reward / Bonus",0.00000509000000,ETH,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-12T00:01:00,ETH20211212000100_Commission
"Reward / Bonus",1.14056818000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-12T00:01:00,DFI20211212000100_Rewards
"Reward / Bonus",0.47418347000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-12T00:01:00,DFI20211212000100_Commission
"Reward / Bonus",1.62167939000000,USDC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-12T00:01:00,USDC20211212000100_Commission
"Reward / Bonus",0.00000862000000,ETH,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-11T00:01:00,ETH20211211000100_Commission
"Reward / Bonus",0.92450642000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-11T00:01:00,DFI20211211000100_Rewards
"Reward / Bonus",0.11965022000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-11T00:01:00,DFI20211211000100_Commission
"Reward / Bonus",0.38983735000000,USDC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-11T00:01:00,USDC20211211000100_Commission
"Income (non taxable)",3.70754791,USDC-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-10T18:40:56,1USDC-DFI20211210184056
"Other Expense",,,1.75101581000000,USDC,,,"DeFiChain Light Wallet",,"Add liquidity USDC-DFI",2021-12-10T18:40:56,1USDC-DFI20211210184056
"Other Expense",,,8.02704900000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity USDC-DFI",2021-12-10T18:40:56,1USDC-DFI20211210184056
"Income (non taxable)",0.60628388,ETH-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-10T18:32:28,1ETH-DFI20211210183228
"Other Expense",,,0.02070589000000,ETH,,,"DeFiChain Light Wallet",,"Add liquidity ETH-DFI",2021-12-10T18:32:28,1ETH-DFI20211210183228
"Other Expense",,,17.77579320000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity ETH-DFI",2021-12-10T18:32:28,1ETH-DFI20211210183228
"Reward / Bonus",0.00000854000000,ETH,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-10T00:01:00,ETH20211210000100_Commission
"Reward / Bonus",0.91616492000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-10T00:01:00,DFI20211210000100_Rewards
"Reward / Bonus",0.15551207000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-10T00:01:00,DFI20211210000100_Commission
"Reward / Bonus",0.69927787000000,USDC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-10T00:01:00,USDC20211210000100_Commission
"Reward / Bonus",0.00000479000000,ETH,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-09T00:01:00,ETH20211209000100_Commission
"Reward / Bonus",0.88937009000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-09T00:01:00,DFI20211209000100_Rewards
"Reward / Bonus",0.12874754000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-09T00:01:00,DFI20211209000100_Commission
"Reward / Bonus",0.56054822000000,USDC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-09T00:01:00,USDC20211209000100_Commission
"Reward / Bonus",0.00000940000000,ETH,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-08T00:01:00,ETH20211208000100_Commission
"Reward / Bonus",0.93690980000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-08T00:01:00,DFI20211208000100_Rewards
"Reward / Bonus",0.22870461000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-08T00:01:00,DFI20211208000100_Commission
"Reward / Bonus",1.03704502000000,USDC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-08T00:01:00,USDC20211208000100_Commission
"Reward / Bonus",0.00000279000000,ETH,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-07T00:01:00,ETH20211207000100_Commission
"Reward / Bonus",1.05780828000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-07T00:01:00,DFI20211207000100_Rewards
"Reward / Bonus",0.15764537000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-07T00:01:00,DFI20211207000100_Commission
"Reward / Bonus",0.71542032000000,USDC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-07T00:01:00,USDC20211207000100_Commission
"Reward / Bonus",0.00000975000000,ETH,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-06T00:01:00,ETH20211206000100_Commission
"Reward / Bonus",0.67154798000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-06T00:01:00,DFI20211206000100_Rewards
"Reward / Bonus",0.17030172000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-06T00:01:00,DFI20211206000100_Commission
"Reward / Bonus",0.76075819000000,USDC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-06T00:01:00,USDC20211206000100_Commission
"Reward / Bonus",0.00001437000000,ETH,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-05T00:01:00,ETH20211205000100_Commission
"Reward / Bonus",1.07645157000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-05T00:01:00,DFI20211205000100_Rewards
"Reward / Bonus",0.57126270000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-05T00:01:00,DFI20211205000100_Commission
"Reward / Bonus",2.43571079000000,USDC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-05T00:01:00,USDC20211205000100_Commission
"Reward / Bonus",0.00001640000000,ETH,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-04T00:01:00,ETH20211204000100_Commission
"Reward / Bonus",0.94629061000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-04T00:01:00,DFI20211204000100_Rewards
"Reward / Bonus",0.20931237000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-04T00:01:00,DFI20211204000100_Commission
"Reward / Bonus",0.99928673000000,USDC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-04T00:01:00,USDC20211204000100_Commission
"Reward / Bonus",0.00001129000000,ETH,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-03T00:01:00,ETH20211203000100_Commission
"Reward / Bonus",0.95633835000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-03T00:01:00,DFI20211203000100_Rewards
"Reward / Bonus",0.21965275000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-03T00:01:00,DFI20211203000100_Commission
"Reward / Bonus",0.91791648000000,USDC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-03T00:01:00,USDC20211203000100_Commission
"Income (non taxable)",0.01666561,USDC-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-02T22:18:43,1USDC-DFI20211202221843
"Other Expense",,,0.03426333000000,USDC,,,"DeFiChain Light Wallet",,"Add liquidity USDC-DFI",2021-12-02T22:18:43,1USDC-DFI20211202221843
"Other Expense",,,0.00826310000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity USDC-DFI",2021-12-02T22:18:43,1USDC-DFI20211202221843
"Income (non taxable)",2.9535711,ETH-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-02T19:06:20,1ETH-DFI20211202190620
"Other Expense",,,0.08734600000000,ETH,,,"DeFiChain Light Wallet",,"Add liquidity ETH-DFI",2021-12-02T19:06:20,1ETH-DFI20211202190620
"Other Expense",,,100.00000000000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity ETH-DFI",2021-12-02T19:06:20,1ETH-DFI20211202190620
"Income (non taxable)",275.97597447,USDC-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-02T18:32:26,1USDC-DFI20211202183226
"Other Expense",,,139.13501778000000,USDC,,,"DeFiChain Light Wallet",,"Add liquidity USDC-DFI",2021-12-02T18:32:26,1USDC-DFI20211202183226
"Other Expense",,,558.00000000000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity USDC-DFI",2021-12-02T18:32:26,1USDC-DFI20211202183226
"Reward / Bonus",0.00002350000000,ETH,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-02T00:01:00,ETH20211202000100_Commission
"Reward / Bonus",0.94160512000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-02T00:01:00,DFI20211202000100_Rewards
"Reward / Bonus",0.15045586000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-02T00:01:00,DFI20211202000100_Commission
"Reward / Bonus",0.72043846000000,USDC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-02T00:01:00,USDC20211202000100_Commission
"Reward / Bonus",0.00000234000000,ETH,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-01T00:01:00,ETH20211201000100_Commission
"Reward / Bonus",0.21353320000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-01T00:01:00,DFI20211201000100_Rewards
"Reward / Bonus",0.00803361000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-01T00:01:00,DFI20211201000100_Commission
"Reward / Bonus",0.05081811000000,USDC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-01T00:01:00,USDC20211201000100_Commission
